room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
14258918,1335,86844079,Shared room,,Busan,Busan,Suyeong,14,5.0,2,1.0,,42.0,,2017-06-14 03:05:29.970479,35.168739,129.11759,0101000020E6100000C68A1A4CC3236040A647533D99954140
6107946,1335,31688399,Shared room,,Busan,Busan,Haeundae,36,4.5,4,1.0,,56.0,,2017-06-14 03:05:29.962778,35.16374,129.1614,0101000020E6100000613255302A2560400586AC6EF5944140
15490139,1335,95800966,Shared room,,Busan,Busan,Dongnae,2,0.0,2,1.0,,48.0,,2017-06-14 03:05:29.960245,35.202438,129.114323,0101000020E6100000C845B588A8236040DCBB067DE9994140
4202419,1335,4449162,Shared room,,Busan,Busan,Nam,0,0.0,5,1.0,,27.0,,2017-06-14 03:05:27.959460,35.115618,129.108522,0101000020E6100000B01C2103792360401A6A1492CC8E4140
15309383,1335,36999051,Shared room,,Busan,Busan,Yeonje,1,0.0,6,1.0,,41.0,,2017-06-14 03:05:26.904270,35.186477,129.120434,0101000020E6100000726A6798DA236040643A747ADE974140
8247412,1335,17860082,Shared room,,Busan,Busan,Haeundae,18,4.5,4,1.0,,31.0,,2017-06-14 03:05:26.901953,35.162503,129.161374,0101000020E6100000978DCEF9292560403E40F7E5CC944140
11048424,1335,57341067,Shared room,,Busan,Busan,Suyeong,16,4.5,16,1.0,,39.0,,2017-06-14 03:05:26.893838,35.151448,129.114967,0101000020E6100000D12346CFAD236040B685E7A562934140
15993545,1335,57705004,Shared room,,Busan,Busan,Yeonje,6,4.5,4,1.0,,35.0,,2017-06-14 03:05:26.884565,35.186044,129.078919,0101000020E61000000F81238186226040FBCE2F4AD0974140
4465644,1335,23166779,Shared room,,Busan,Busan,Suyeong,10,4.5,16,1.0,,38.0,,2017-06-14 03:05:26.870822,35.158114,129.121918,0101000020E610000066D993C0E623604016855D143D944140
11680010,1335,62042346,Shared room,,Busan,Busan,Dong,3,4.5,4,1.0,,41.0,,2017-06-14 03:05:26.047090,35.116752,129.040965,0101000020E6100000FBE8D4954F2160400DDFC2BAF18E4140
13769662,1335,77586197,Shared room,,Busan,Busan,Haeundae,0,0.0,4,1.0,,28.0,,2017-06-14 03:05:26.039949,35.159848,129.152929,0101000020E610000085B35BCBE42460405E2A36E675944140
15131671,1335,36999051,Shared room,,Busan,Busan,Yeonje,1,0.0,6,1.0,,41.0,,2017-06-14 03:05:25.202583,35.188534,129.121838,0101000020E61000001F2DCE18E62360408F17D2E121984140
15027604,1335,91268823,Shared room,,Busan,Busan,Suyeong,5,4.5,8,1.0,,29.0,,2017-06-14 03:05:25.193055,35.154087,129.124982,0101000020E6100000D65240DAFF2360408FDE701FB9934140
15302754,1335,86844079,Shared room,,Busan,Busan,Suyeong,8,4.5,4,1.0,,36.0,,2017-06-14 03:05:23.737140,35.166652,129.118572,0101000020E610000015C78157CB23604010E84CDA54954140
