room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
14432406,1132,12602995,Private room,,Busan,Busan,Haeundae,1,,4,1.0,,35.0,,2017-04-22 00:19:29.210028,35.231375,129.154389,0101000020E6100000973B33C1F0246040560E2DB29D9D4140
16370102,1132,87697970,Private room,,Busan,Busan,Busanjin,0,,2,1.0,,39.0,,2017-04-22 00:19:30.544841,35.149005,129.059996,0101000020E6100000823CBB7CEB21604062F8889812934140
18010884,1132,77586197,Private room,,Busan,Busan,Haeundae,0,,4,1.0,,45.0,,2017-04-22 00:19:33.535250,35.158682,129.154324,0101000020E61000009D9FE238F0246040603B18B14F944140
17368337,1132,105522463,Private room,,Busan,Incheon,Jung,1,,3,1.0,,55.0,,2017-04-22 00:19:33.550312,35.099045,129.031861,0101000020E610000092205C010521604089EAAD81AD8C4140
14505899,1132,89422076,Private room,,Busan,Busan,Haeundae,1,,2,1.0,,55.0,,2017-04-22 00:19:33.558775,35.18114,129.20464,0101000020E6100000836E2F698C266040ACFF73982F974140
17535917,1132,22230242,Private room,,Busan,Busan,Haeundae,0,,2,0.0,,54.0,,2017-04-22 00:19:34.781992,35.161498,129.158197,0101000020E610000069AA27F30F256040492F6AF7AB944140
15824127,1132,96370154,Private room,,Busan,Incheon,Jung,0,,2,1.0,,45.0,,2017-04-22 00:19:34.791657,35.099244,129.037551,0101000020E6100000D49D279E3321604080290307B48C4140
18061532,1132,24533826,Private room,,Busan,Busan,Yeongdo,0,,3,2.0,,45.0,,2017-04-22 00:19:34.802282,35.080868,129.071847,0101000020E61000001A6A14924C2260407FA5F3E1598A4140
10931943,1132,56668330,Private room,,Busan,Busan,Haeundae,0,,2,1.0,,31.0,,2017-04-22 00:18:19.529728,35.158205,129.14728,0101000020E61000005BEB8B84B62460402788BA0F40944140
18232932,1132,125946480,Private room,,Busan,Busan,Yeonje,0,,2,1.0,,39.0,,2017-04-22 00:18:19.557732,35.176392,129.078557,0101000020E6100000E63BF8898322604055A3570394964140
13064823,1132,72196240,Private room,,Busan,Busan,Haeundae,0,,2,1.0,,32.0,,2017-04-22 00:18:19.562820,35.184074,129.204418,0101000020E6100000D7169E978A2660409F05A1BC8F974140
17822116,1132,32551877,Private room,,Busan,Busan,Haeundae,0,,2,1.0,,27.0,,2017-04-22 00:18:21.186046,35.171142,129.17716,0101000020E610000019C5724BAB2560406C7C26FBE7954140
15117384,1132,95799764,Private room,,Busan,Busan,Haeundae,0,,1,1.0,,27.0,,2017-04-22 00:18:22.782585,35.207364,129.128068,0101000020E610000041F50F2219246040122F4FE78A9A4140
5946339,1132,12525549,Private room,,Busan,Incheon,Jung,0,,3,1.0,,27.0,,2017-04-22 00:18:22.819910,35.10462,129.035736,0101000020E610000047E9D2BF24216040F6402B30648D4140
16815000,1132,95800446,Private room,,Busan,Busan,Yeongdo,2,,3,1.0,,29.0,,2017-04-22 00:18:24.579638,35.087927,129.066242,0101000020E6100000E4F38AA71E226040BBB72231418B4140
16075729,1132,63459168,Private room,,Busan,Busan,Suyeong,2,,2,1.0,,33.0,,2017-04-22 00:18:24.582373,35.153193,129.116406,0101000020E6100000DD611399B9236040F27C06D49B934140
15836346,1132,36999051,Private room,,Busan,Busan,Yeonje,1,,1,1.0,,32.0,,2017-04-22 00:18:24.586545,35.186905,129.122441,0101000020E610000011566309EB236040BD3AC780EC974140
18244205,1132,124725020,Private room,,Busan,Busan,Nam,0,,2,1.0,,31.0,,2017-04-22 00:18:24.589113,35.116028,129.108932,0101000020E61000009D2FF65E7C236040CCB56801DA8E4140
16370005,1132,87697970,Private room,,Busan,Busan,Busanjin,0,,2,1.0,,39.0,,2017-04-22 00:18:24.591285,35.148845,129.060712,0101000020E610000031CF4A5AF121604029965B5A0D934140
17123198,1132,114276232,Private room,,Busan,Busan,Busanjin,0,,2,1.0,,40.0,,2017-04-22 00:18:24.599659,35.156437,129.062249,0101000020E6100000AE669DF1FD2160403271AB2006944140
16550910,1132,107748950,Private room,,Busan,Busan,Yeonje,2,,2,1.0,,32.0,,2017-04-22 00:18:24.604921,35.17725,129.064865,0101000020E6100000F6B4C35F13226040A69BC420B0964140
18180138,1132,766626,Private room,,Busan,Busan,Suyeong,0,,3,1.0,,35.0,,2017-04-22 00:18:24.607913,35.154973,129.115709,0101000020E61000004B5B5CE3B3236040AA61BF27D6934140
13979771,1132,83288367,Private room,,Busan,Busan,Busanjin,0,,1,1.0,,10.0,,2017-04-22 00:18:24.610356,35.152893,129.019101,0101000020E6100000454AB3799C206040C76471FF91934140
17849169,1132,78088699,Private room,,Busan,Busan,Suyeong,1,,3,1.0,,21.0,,2017-04-22 00:18:24.613619,35.151363,129.110914,0101000020E61000006555849B8C2360408869DFDC5F934140
17367879,1132,105522463,Private room,,Busan,Incheon,Jung,0,,1,1.0,,36.0,,2017-04-22 00:18:26.869876,35.097775,129.032734,0101000020E6100000F46E2C280C216040E6AE25E4838C4140
