room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
8141565,31273436,Shared room,Busan,Haeundae,1,0.0,8,1.0,77.0,,35.171278,129.134386,2017-01-13 04:55:59.843137
4462298,21061569,Shared room,Busan,Haeundae,5,3.0,16,1.0,65.0,,35.177196,129.195148,2017-01-13 04:55:59.834838
401106,2002115,Shared room,Busan,Haeundae,36,4.5,16,1.0,80.0,,35.161623,129.159155,2017-01-13 04:55:59.320716
15117738,95800966,Shared room,Busan,Dongnae,0,0.0,3,1.0,69.0,,35.203765,129.115111,2017-01-13 04:55:57.967147
1724296,9048344,Shared room,Busan,Haeundae,0,0.0,8,1.0,52.0,,35.161297,129.158537,2017-01-13 04:55:55.641775
9324878,48319394,Shared room,Busan,Dong,11,4.0,8,1.0,53.0,,35.118039,129.040848,2017-01-13 04:55:52.957630
15590035,27086135,Shared room,Busan,Haeundae,0,0.0,10,1.0,34.0,,35.163149,129.163907,2017-01-13 04:55:51.207048
1887890,9177813,Shared room,Busan,Haeundae,21,4.0,4,1.0,30.0,,35.159563,129.167636,2017-01-13 04:55:20.690619
14189730,84421174,Shared room,Busan,Haeundae,0,0.0,4,1.0,21.0,,35.159972,129.15733,2017-01-13 04:55:20.688619
9325160,48319394,Shared room,Busan,Dong,2,0.0,8,1.0,13.0,,35.117106,129.042389,2017-01-13 04:55:20.685983
1393695,7534071,Shared room,Busan,Haeundae,1,0.0,4,1.0,24.0,,35.164003,129.161025,2017-01-13 04:55:20.683935
10324057,48319394,Shared room,Busan,Dong,5,5.0,4,1.0,15.0,,35.116896,129.040797,2017-01-13 04:55:20.681051
14030382,37097721,Shared room,Busan,Haeundae,3,4.5,16,1.0,15.0,,35.165562,129.167433,2017-01-13 04:55:20.676816
5233618,27086135,Shared room,Busan,Haeundae,3,4.0,4,1.0,18.0,,35.163188,129.161047,2017-01-13 04:55:20.673391
3314065,15983815,Shared room,Busan,Haeundae,1,0.0,4,1.0,22.0,,35.16267,129.159647,2017-01-13 04:55:20.663854
15993545,57705004,Shared room,Busan,Yeonje,0,0.0,4,1.0,16.0,,35.186044,129.078919,2017-01-13 04:55:18.318586
4871682,25060510,Shared room,Busan,Suyeong,2,0.0,6,1.0,14.0,,35.162411,129.117844,2017-01-13 04:55:18.313291
401105,2002115,Shared room,Busan,Haeundae,15,4.5,16,1.0,25.0,,35.1615,129.158183,2017-01-13 04:55:18.310459
1393697,7534071,Shared room,Busan,Haeundae,5,4.5,6,1.0,21.0,,35.164555,129.160669,2017-01-13 04:55:18.308133
14081901,84421174,Shared room,Busan,Haeundae,1,0.0,6,1.0,21.0,,35.161287,129.156827,2017-01-13 04:55:18.305978
14080692,84421174,Shared room,Busan,Haeundae,1,0.0,4,1.0,21.0,,35.161679,129.157608,2017-01-13 04:55:18.303942
8142707,31273436,Shared room,Busan,Haeundae,7,4.0,4,1.0,26.0,,35.17142,129.134118,2017-01-13 04:55:18.301858
2193913,11189002,Shared room,Incheon,Jung,15,4.5,12,1.0,21.0,,35.098981,129.034024,2017-01-13 04:55:18.299452
10502954,54153818,Shared room,Busan,Dong,6,3.0,16,1.0,16.0,,35.108637,129.036799,2017-01-13 04:55:18.297362
2229421,11189002,Shared room,Incheon,Jung,6,4.5,8,1.0,24.0,,35.098285,129.035867,2017-01-13 04:55:18.294757
15400654,87697970,Shared room,Busan,Busanjin,1,0.0,1,1.0,10.0,,35.147721,129.059582,2017-01-13 04:55:18.291372
3314451,15983815,Shared room,Busan,Haeundae,0,0.0,4,1.0,22.0,,35.163178,129.156851,2017-01-13 04:55:18.286795
14079903,84421174,Shared room,Busan,Haeundae,2,0.0,4,1.0,21.0,,35.159575,129.157767,2017-01-13 04:55:18.284794
9321287,48319394,Shared room,Busan,Dong,3,4.5,4,1.0,15.0,,35.117957,129.040633,2017-01-13 04:55:18.282048
1803276,9177813,Shared room,Busan,Haeundae,2,0.0,4,1.0,39.0,,35.159816,129.167274,2017-01-13 04:55:17.227666
14241592,13396423,Shared room,Busan,Busanjin,1,0.0,5,1.0,18.0,,35.148506,129.056013,2017-01-13 04:55:17.225442
10927104,56642159,Shared room,Busan,Dongnae,0,0.0,1,1.0,31.0,,35.211538,129.083382,2017-01-13 04:55:17.220758
5233846,27086135,Shared room,Busan,Haeundae,33,4.5,10,1.0,13.0,,35.164279,129.161308,2017-01-13 04:55:17.216464
14937545,3679713,Shared room,Busan,Haeundae,0,0.0,10,1.0,12.0,,35.164274,129.160572,2017-01-13 04:55:17.214364
4992802,25060510,Shared room,Busan,Suyeong,3,4.5,4,1.0,14.0,,35.161781,129.116735,2017-01-13 04:55:17.211996
11308417,56005569,Shared room,Incheon,Jung,0,0.0,2,1.0,39.0,,35.097063,129.031572,2017-01-13 04:55:17.209427
15027604,91268823,Shared room,Busan,Suyeong,5,4.5,8,1.0,10.0,,35.154087,129.124982,2017-01-13 04:55:17.201521
8213407,17860082,Shared room,Busan,Haeundae,10,4.5,8,1.0,13.0,,35.160876,129.161454,2017-01-13 04:55:17.199153
14063074,84421174,Shared room,Busan,Haeundae,2,0.0,4,1.0,25.0,,35.159617,129.159211,2017-01-13 04:55:17.191444
15501217,72185304,Shared room,Busan,Yeonje,0,0.0,3,1.0,22.0,,35.172195,129.06866,2017-01-13 04:55:16.537541
16003346,101454830,Shared room,Busan,Haeundae,0,0.0,8,1.0,10.0,,35.162767,129.164811,2017-01-13 04:55:16.533640
15915993,91268823,Shared room,Busan,Suyeong,0,0.0,1,1.0,10.0,,35.155401,129.124526,2017-01-13 04:55:16.531274
12215245,62329778,Shared room,Busan,Haeundae,1,0.0,10,1.0,15.0,,35.161953,129.160053,2017-01-13 04:55:16.528858
14167319,66048723,Shared room,Busan,Dong,7,4.5,1,1.0,13.0,,35.115076,129.039699,2017-01-13 04:55:16.526460
13010199,70766355,Shared room,Busan,Haeundae,0,0.0,1,1.0,13.0,,35.178569,129.198978,2017-01-13 04:55:16.522392
15183403,91595659,Shared room,Busan,Seo,0,0.0,4,1.0,18.0,,35.077844,129.020225,2017-01-13 04:55:16.520178
9393334,47081864,Shared room,Busan,Suyeong,2,0.0,1,1.0,18.0,,35.157873,129.12641,2017-01-13 04:55:16.514705
4632628,23166779,Shared room,Busan,Suyeong,4,4.5,16,1.0,18.0,,35.158111,129.123203,2017-01-13 04:55:16.511907
14285826,86797667,Shared room,Busan,Suyeong,2,0.0,1,1.0,22.0,,35.156079,129.127169,2017-01-13 04:55:15.502718
13010463,70766355,Shared room,Busan,Haeundae,1,0.0,1,1.0,13.0,,35.180272,129.198095,2017-01-13 04:55:15.500619
13011562,70766355,Shared room,Busan,Haeundae,1,0.0,1,1.0,13.0,,35.179676,129.197635,2017-01-13 04:55:15.498156
7831730,35442568,Shared room,Incheon,Jung,7,4.5,16,1.0,13.0,,35.100551,129.026848,2017-01-13 04:55:15.493742
15194186,36999051,Shared room,Busan,Yeonje,0,0.0,6,1.0,20.0,,35.187297,129.120423,2017-01-13 04:55:15.491546
15792387,36999051,Shared room,Busan,Yeonje,0,0.0,6,1.0,20.0,,35.188201,129.122133,2017-01-13 04:55:15.489427
14285571,86797667,Shared room,Busan,Suyeong,0,0.0,1,1.0,22.0,,35.156404,129.125417,2017-01-13 04:55:15.485536
13832943,35442568,Shared room,Incheon,Jung,13,4.5,16,1.0,13.0,,35.100754,129.026,2017-01-13 04:55:15.481639
13010354,70766355,Shared room,Busan,Haeundae,0,0.0,1,1.0,13.0,,35.178885,129.197969,2017-01-13 04:55:15.479129
14392014,86797667,Shared room,Busan,Suyeong,0,0.0,1,1.0,22.0,,35.156868,129.126838,2017-01-13 04:55:15.476936
10866225,56005569,Shared room,Incheon,Jung,0,0.0,1,1.0,22.0,,35.097395,129.029739,2017-01-13 04:55:15.474255
15956936,91268823,Shared room,Busan,Suyeong,0,0.0,1,1.0,10.0,,35.154176,129.123364,2017-01-13 04:55:15.468698
8142153,31273436,Shared room,Busan,Haeundae,10,4.5,8,1.0,26.0,,35.171462,129.134886,2017-01-13 04:55:15.464870
15401144,87697970,Shared room,Busan,Busanjin,2,0.0,1,1.0,10.0,,35.149149,129.05979,2017-01-13 04:55:15.462251
9395155,47081864,Shared room,Busan,Suyeong,0,0.0,1,1.0,18.0,,35.158589,129.126655,2017-01-13 04:55:14.206071
14271943,86797667,Shared room,Busan,Suyeong,1,0.0,1,1.0,22.0,,35.156604,129.126849,2017-01-13 04:55:14.198910
6107679,31688399,Shared room,Busan,Haeundae,4,4.5,4,1.0,26.0,,35.165137,129.160555,2017-01-13 04:55:14.194248
6045209,31273436,Shared room,Busan,Haeundae,10,5.0,6,1.0,26.0,,35.172208,129.133755,2017-01-13 04:55:14.191688
13010936,70766355,Shared room,Busan,Haeundae,1,0.0,1,1.0,13.0,,35.178983,129.197577,2017-01-13 04:55:14.186453
8228786,17860082,Shared room,Busan,Haeundae,11,4.5,8,1.0,10.0,,35.162079,129.161195,2017-01-13 04:55:14.184373
14267157,32576225,Shared room,Incheon,Jung,0,0.0,1,1.0,24.0,,35.096476,129.030387,2017-01-13 04:55:14.182163
8078902,35442568,Shared room,Incheon,Jung,44,4.5,4,1.0,15.0,,35.101984,129.027799,2017-01-13 04:55:14.178044
15194048,36999051,Shared room,Busan,Yeonje,2,0.0,4,1.0,22.0,,35.188219,129.120354,2017-01-13 04:55:14.175756
14970390,77799756,Shared room,Busan,Haeundae,2,0.0,4,1.0,11.0,,35.162694,129.165309,2017-01-13 04:55:14.173672
12233741,62329778,Shared room,Busan,Haeundae,0,0.0,4,1.0,22.0,,35.162539,129.159749,2017-01-13 04:55:14.171065
15866761,66048723,Shared room,Busan,Dong,0,0.0,1,1.0,19.0,,35.113964,129.039956,2017-01-13 04:55:14.167021
6039770,809854,Shared room,Busan,Dong,14,5.0,4,1.0,14.0,,35.113696,129.036956,2017-01-13 04:55:14.163125
9395402,47081864,Shared room,Busan,Suyeong,2,0.0,1,1.0,20.0,,35.15869,129.127569,2017-01-13 04:55:14.160775
11680010,62042346,Shared room,Busan,Dong,2,0.0,4,1.0,20.0,,35.116752,129.040965,2017-01-13 04:55:14.157509
14285767,86797667,Shared room,Busan,Suyeong,4,5.0,1,1.0,24.0,,35.156607,129.124915,2017-01-13 04:55:13.469907
15916273,91268823,Shared room,Busan,Suyeong,0,0.0,1,1.0,10.0,,35.154062,129.124845,2017-01-13 04:55:13.465839
11287306,56005569,Shared room,Incheon,Jung,1,0.0,1,1.0,20.0,,35.098833,129.029993,2017-01-13 04:55:13.463559
8078007,35442568,Shared room,Incheon,Jung,16,4.0,4,1.0,15.0,,35.101756,129.027754,2017-01-13 04:55:13.458213
6026644,31273436,Shared room,Busan,Suyeong,30,4.5,8,1.0,26.0,,35.170315,129.131679,2017-01-13 04:55:13.455822
11048424,57341067,Shared room,Busan,Suyeong,13,4.5,16,1.0,18.0,,35.151448,129.114967,2017-01-13 04:55:13.453298
15956377,101454830,Shared room,Busan,Haeundae,5,4.5,8,1.0,10.0,,35.161855,129.166116,2017-01-13 04:55:13.450511
6281660,32576225,Shared room,Incheon,Jung,1,0.0,1,1.0,21.0,,35.096151,129.030229,2017-01-13 04:55:13.447372
14334232,86644149,Shared room,Incheon,Jung,2,0.0,3,1.0,21.0,,35.103987,129.034551,2017-01-13 04:55:13.443297
10099617,45961128,Shared room,Busan,Dong,0,0.0,2,1.0,21.0,,35.114223,129.023102,2017-01-13 04:55:13.440227
14996686,77799756,Shared room,Busan,Haeundae,3,4.5,4,1.0,13.0,,35.162878,129.16716,2017-01-13 04:55:13.437893
6603438,809854,Shared room,Busan,Dong,31,5.0,4,1.0,18.0,,35.114227,129.036855,2017-01-13 04:55:13.421953
15400986,87697970,Shared room,Busan,Busanjin,0,0.0,1,1.0,10.0,,35.149132,129.059802,2017-01-13 04:55:13.419381
7075323,37097721,Shared room,Busan,Haeundae,36,4.5,16,1.0,18.0,,35.164461,129.167221,2017-01-13 04:55:12.161223
9395473,47081864,Shared room,Busan,Suyeong,0,0.0,1,1.0,20.0,,35.157127,129.126255,2017-01-13 04:55:12.158847
15573916,96370154,Shared room,Incheon,Jung,4,5.0,4,1.0,21.0,,35.10063,129.038003,2017-01-13 04:55:12.156488
11680901,62042346,Shared room,Busan,Dong,15,5.0,8,1.0,18.0,,35.116274,129.042176,2017-01-13 04:55:12.153979
15993276,57705004,Shared room,Busan,Yeonje,0,0.0,6,1.0,16.0,,35.187513,129.07936,2017-01-13 04:55:12.151558
12562476,66215835,Shared room,Busan,Suyeong,1,0.0,4,1.0,21.0,,35.157398,129.121792,2017-01-13 04:55:12.148339
14285482,86797667,Shared room,Busan,Suyeong,0,0.0,1,1.0,21.0,,35.156385,129.127197,2017-01-13 04:55:12.143894
8247412,17860082,Shared room,Busan,Haeundae,16,4.5,4,1.0,13.0,,35.162503,129.161374,2017-01-13 04:55:12.139044
13009772,70766355,Shared room,Busan,Haeundae,0,0.0,1,1.0,13.0,,35.178887,129.197989,2017-01-13 04:55:12.136853
12158095,4449162,Shared room,Busan,Dong,6,4.5,2,1.0,26.0,,35.112342,129.030187,2017-01-13 04:55:12.134537
16003149,101454830,Shared room,Busan,Haeundae,4,5.0,8,1.0,10.0,,35.163345,129.164625,2017-01-13 04:55:12.132251
6304992,31688399,Shared room,Busan,Haeundae,5,5.0,1,1.0,39.0,,35.164719,129.16085,2017-01-13 04:55:12.129216
15168617,91595659,Shared room,Busan,Seo,0,0.0,6,1.0,18.0,,35.078884,129.020378,2017-01-13 04:55:12.126759
9614650,49743724,Shared room,Busan,Nam,18,5.0,8,1.0,18.0,,35.128843,129.092168,2017-01-13 04:55:12.123720
15346400,809854,Shared room,Busan,Dong,1,0.0,1,1.0,20.0,,35.114562,129.035548,2017-01-13 04:55:12.121254
15958028,91268823,Shared room,Busan,Suyeong,2,0.0,1,1.0,10.0,,35.154772,129.123579,2017-01-13 04:55:12.118654
4723430,22122877,Shared room,Busan,Suyeong,13,5.0,4,1.0,27.0,,35.157318,129.118103,2017-01-13 04:55:12.115325
