room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
16542505,1101,105742910,Private room,,Cambridge MA,,Mid-Cambridge,1,,2,1.0,,45.0,,2017-04-12 12:57:57.236220,42.372825,-71.111763,0101000020E6100000C879FF1F27C751C0CB10C7BAB82F4540
16531485,1101,108740925,Private room,,Cambridge MA,,Neighborhood Nine,0,,1,1.0,,46.0,,2017-04-12 12:58:09.867303,42.38177,-71.129933,0101000020E6100000F46A80D250C851C0064CE0D6DD304540
18162288,1101,125272193,Private room,,Cambridge MA,,Mid-Cambridge,0,,2,1.0,,74.0,,2017-04-12 12:58:13.775443,42.371222,-71.112647,0101000020E6100000853FC39B35C751C022C7D633842F4540
18038405,1101,46518270,Private room,,Cambridge MA,,Riverside,0,,2,1.0,,72.0,,2017-04-12 12:58:15.535064,42.365902,-71.114001,0101000020E610000086ADD9CA4BC751C03FC571E0D52E4540
17890107,1101,1583352,Private room,,Cambridge MA,,North Cambridge,2,,2,0.0,,74.0,,2017-04-12 12:58:15.553838,42.393892,-71.134589,0101000020E6100000B0592E1B9DC851C0F913950D6B324540
7957268,1101,10229402,Private room,,Cambridge MA,,Mid-Cambridge,4,,1,1.0,,40.0,,2017-04-12 12:56:44.600394,42.372703,-71.112208,0101000020E61000005F96766A2EC751C0800F5EBBB42F4540
9402178,1101,6917462,Private room,,Cambridge MA,,Cambridgeport,1,,1,1.0,,35.0,,2017-04-12 12:56:46.032100,42.362205,-71.110487,0101000020E610000086E8103812C751C04EB9C2BB5C2E4540
18006257,1101,123772805,Private room,,Cambridge MA,,Mid-Cambridge,0,,1,1.0,,39.0,,2017-04-12 12:56:47.562953,42.371884,-71.11425,0101000020E61000005A643BDF4FC751C0EDF318E5992F4540
9610135,1101,20371406,Private room,,Cambridge MA,,Area Four,1,,2,1.0,,35.0,,2017-04-12 12:56:47.569561,42.366154,-71.099956,0101000020E61000007FC2D9AD65C651C059A65F22DE2E4540
15302582,1101,97448655,Private room,,Cambridge MA,,Mid-Cambridge,0,,1,1.0,,39.0,,2017-04-12 12:56:47.573807,42.370216,-71.10089,0101000020E6100000959F54FB74C651C05C3AE63C632F4540
