room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
14521992,1260,89743014,Shared room,,Cambridge MA,,Mid-Cambridge,1,0.0,1,1.0,,395.0,,2017-05-14 20:55:49.628060,42.36995,-71.110711,0101000020E6100000AD1397E315C751C0DE9387855A2F4540
15270992,1260,94493952,Shared room,,Cambridge MA,,Neighborhood Nine,3,5.0,9,1.0,,170.0,,2017-05-14 20:55:46.659257,42.390255,-71.139194,0101000020E61000002A73F38DE8C851C0DD0C37E0F3314540
18122655,1260,94493952,Shared room,,Cambridge MA,,Cambridge Highlands,0,0.0,9,1.0,,170.0,,2017-05-14 20:55:46.656955,42.390138,-71.140137,0101000020E610000069FD2D01F8C851C0A376BF0AF0314540
15024539,1260,616401,Shared room,,Cambridge MA,,Mid-Cambridge,0,0.0,1,1.0,,180.0,,2017-05-14 20:55:46.552808,42.374614,-71.104868,0101000020E610000067994528B6C651C0D74FFF59F32F4540
14142114,1260,21379035,Shared room,,Cambridge MA,,Mid-Cambridge,4,4.5,1,1.0,,100.0,,2017-05-14 20:55:43.290319,42.370827,-71.112649,0101000020E610000056BB26A435C751C0A5BC5642772F4540
9348307,1260,40641013,Shared room,,Cambridge MA,,Riverside,0,0.0,1,1.0,,100.0,,2017-05-14 20:55:43.247169,42.368365,-71.109442,0101000020E6100000C4B3041901C751C0DAFE9595262F4540
16439359,1260,79205303,Shared room,,Cambridge MA,,Mid-Cambridge,14,5.0,3,1.0,,69.0,,2017-05-14 20:55:41.947622,42.370184,-71.112022,0101000020E6100000AE9B525E2BC751C051C07630622F4540
4218394,1260,21894257,Shared room,,Cambridge MA,,Mid-Cambridge,3,4.5,2,1.0,,50.0,,2017-05-14 20:55:41.206046,42.369641,-71.109457,0101000020E61000005FD4EE5701C751C060217365502F4540
3852901,1260,6839881,Shared room,,Cambridge MA,,Neighborhood Nine,1,0.0,2,1.0,,45.0,,2017-05-14 20:55:41.178979,42.388324,-71.127674,0101000020E61000002BA391CF2BC851C03E20D099B4314540
9683285,1260,14294512,Shared room,,Cambridge MA,,East Cambridge,26,4.5,1,1.0,,50.0,,2017-05-14 20:55:41.162873,42.370238,-71.073219,0101000020E6100000889CBE9EAFC451C044DE72F5632F4540
